Tid,Temp.,Nedbør mm,Vindbeskrivelse,Vind [m/s],Vindkast [m/s],Log Time,Sted
5,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 04:52:36,Vordingborg
6,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 05:52:35,Vordingborg
7,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 06:52:35,Vordingborg
8,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 07:52:36,Vordingborg
9,18°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 08:52:36,Vordingborg
10,18°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/15/21 09:52:35,Vordingborg
11,19°,0,7 m/s fra vest med vindkast på 14 m/s,7,14,08/15/21 10:52:35,Vordingborg
12,20°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/15/21 11:52:35,Vordingborg
13,20°,0,7 m/s fra vest med vindkast på 14 m/s,7,14,08/15/21 12:52:35,Vordingborg
14,21°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/15/21 13:52:35,Vordingborg
15,22°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/15/21 14:52:35,Vordingborg
16,22°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/15/21 15:52:35,Vordingborg
17,22°,0,6 m/s fra vest med vindkast på 12 m/s,6,12,08/15/21 16:52:35,Vordingborg
18,21°,0,6 m/s fra sørvest med vindkast på 11 m/s,6,11,08/15/21 17:52:35,Vordingborg
19,21°,0,5 m/s fra sørvest med vindkast på 11 m/s,5,11,08/15/21 18:52:34,Vordingborg
20,20°,0,3 m/s fra sørvest med vindkast på 9 m/s,3,9,08/15/21 19:52:35,Vordingborg
21,20°,"0–2,1",6 m/s fra sør med vindkast på 9 m/s,6,9,08/15/21 20:52:35,Vordingborg
22,19°,"0–3,9",6 m/s fra sør med vindkast på 11 m/s,6,11,08/15/21 21:52:35,Vordingborg
23,18°,"0–4,7",6 m/s fra sør med vindkast på 13 m/s,6,13,08/15/21 22:52:35,Vordingborg
0,17°,"0–6,1",5 m/s fra sørøst med vindkast på 10 m/s,5,10,08/15/21 23:52:35,Vordingborg
1,18°,"0–0,7",4 m/s fra sør med vindkast på 8 m/s,4,8,08/16/21 00:52:35,Vordingborg
2,17°,0,5 m/s fra sør med vindkast på 8 m/s,5,8,08/16/21 01:52:36,Vordingborg
3,17°,0,5 m/s fra sørvest med vindkast på 9 m/s,5,9,08/16/21 02:52:36,Vordingborg
4,18°,"0–0,4",7 m/s fra sørvest med vindkast på 11 m/s,7,11,08/16/21 03:52:37,Vordingborg
5,17°,"0–0,4",7 m/s fra vest med vindkast på 13 m/s,7,13,08/16/21 04:52:36,Vordingborg
6,17°,"0–0,7",5 m/s fra vest med vindkast på 12 m/s,5,12,08/16/21 05:52:36,Vordingborg
7,15°,"0–0,6",3 m/s fra vest med vindkast på 9 m/s,3,9,08/16/21 06:52:35,Vordingborg
8,16°,"0–0,4",4 m/s fra vest med vindkast på 7 m/s,4,7,08/16/21 07:52:35,Vordingborg
9,16°,"0–0,6",4 m/s fra vest med vindkast på 8 m/s,4,8,08/16/21 08:52:36,Vordingborg
10,16°,"0–0,8",4 m/s fra nordvest med vindkast på 8 m/s,4,8,08/16/21 09:52:36,Vordingborg
11,16°,"0–0,5",3 m/s fra vest med vindkast på 7 m/s,3,7,08/16/21 10:52:35,Vordingborg
12,16°,0,2 m/s fra sørvest med vindkast på 5 m/s,2,5,08/16/21 11:52:35,Vordingborg
13,17°,"0–0,5",3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/16/21 12:52:35,Vordingborg
14,17°,"0–0,8",3 m/s fra sørvest med vindkast på 7 m/s,3,7,08/16/21 13:52:35,Vordingborg
15,17°,"0–1,5",4 m/s fra sør med vindkast på 7 m/s,4,7,08/16/21 14:52:35,Vordingborg
16,17°,0–2,7 m/s fra sørvest med vindkast på 12 m/s,7,12,08/16/21 15:52:35,Vordingborg
17,16°,"0–1,3",9 m/s fra sørvest med vindkast på 17 m/s,9,17,08/16/21 16:52:35,Vordingborg
18,16°,"0–0,4",7 m/s fra vest med vindkast på 15 m/s,7,15,08/16/21 17:52:35,Vordingborg
19,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/16/21 18:52:35,Vordingborg
20,16°,0,8 m/s fra vest med vindkast på 17 m/s,8,17,08/16/21 19:52:35,Vordingborg
21,15°,"0–0,2",7 m/s fra sørvest med vindkast på 15 m/s,7,15,08/16/21 20:52:36,Vordingborg
22,16°,"0–0,2",7 m/s fra sørvest med vindkast på 13 m/s,7,13,08/16/21 21:52:35,Vordingborg
23,15°,"0–0,8",5 m/s fra sørvest med vindkast på 11 m/s,5,11,08/16/21 22:52:35,Vordingborg
0,14°,"0–1,6",6 m/s fra sør med vindkast på 10 m/s,6,10,08/16/21 23:52:35,Vordingborg
1,14°,"0–4,2",6 m/s fra sørvest med vindkast på 13 m/s,6,13,08/17/21 00:52:36,Vordingborg
2,14°,"0–2,3",2 m/s fra vest med vindkast på 10 m/s,2,10,08/17/21 01:52:36,Vordingborg
3,13°,"0–0,6",4 m/s fra nordvest med vindkast på 7 m/s,4,7,08/17/21 02:52:36,Vordingborg
4,12°,"0–0,2",7 m/s fra nordvest med vindkast på 12 m/s,7,12,08/17/21 03:52:35,Vordingborg
5,12°,"0–1,7",4 m/s fra nordvest med vindkast på 12 m/s,4,12,08/17/21 04:52:35,Vordingborg
6,12°,"0,5–4,9",1 m/s fra nordvest med vindkast på 6 m/s,1,6,08/17/21 05:52:36,Vordingborg
7,15°,0–2,9 m/s fra nordvest med vindkast på 16 m/s,9,16,08/17/21 06:52:36,Vordingborg
8,16°,"0–1,6",9 m/s fra nordvest med vindkast på 16 m/s,9,16,08/17/21 07:52:36,Vordingborg
9,15°,"0–0,2",9 m/s fra vest med vindkast på 16 m/s,9,16,08/17/21 08:52:36,Vordingborg
10,16°,0,10 m/s fra nordvest med vindkast på 17 m/s,10,17,08/17/21 09:52:36,Vordingborg
11,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 10:52:36,Vordingborg
12,17°,"0–0,2",10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 11:52:36,Vordingborg
13,18°,0,10 m/s fra vest med vindkast på 19 m/s,10,19,08/17/21 12:52:35,Vordingborg
14,19°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 13:52:35,Vordingborg
15,19°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 14:52:36,Vordingborg
16,20°,"0–0,4",10 m/s fra vest med vindkast på 19 m/s,10,19,08/17/21 15:52:35,Vordingborg
17,20°,"0–1,3",10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 16:52:35,Vordingborg
18,19°,"0–0,8",11 m/s fra vest med vindkast på 19 m/s,11,19,08/17/21 17:52:36,Vordingborg
19,18°,0,11 m/s fra vest med vindkast på 21 m/s,11,21,08/17/21 18:52:35,Vordingborg
20,18°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 19:52:36,Vordingborg
21,17°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/17/21 20:52:36,Vordingborg
22,17°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 21:52:35,Vordingborg
23,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 22:52:37,Vordingborg
0,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/17/21 23:52:35,Vordingborg
1,16°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 00:52:36,Vordingborg
2,16°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 01:52:36,Vordingborg
3,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 02:52:35,Vordingborg
4,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 03:52:36,Vordingborg
5,15°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 04:52:36,Vordingborg
6,15°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 05:52:35,Vordingborg
7,16°,0,10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 06:52:35,Vordingborg
8,16°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/18/21 07:52:35,Vordingborg
9,16°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/18/21 08:52:35,Vordingborg
10,16°,"0–0,2",7 m/s fra vest med vindkast på 15 m/s,7,15,08/18/21 09:52:35,Vordingborg
11,16°,"0–0,2",9 m/s fra vest med vindkast på 18 m/s,9,18,08/18/21 10:52:36,Vordingborg
12,18°,"0–0,2",9 m/s fra vest med vindkast på 17 m/s,9,17,08/18/21 11:52:35,Vordingborg
13,17°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 12:52:35,Vordingborg
14,17°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 13:52:35,Vordingborg
15,18°,"0–0,2",9 m/s fra vest med vindkast på 17 m/s,9,17,08/18/21 14:52:35,Vordingborg
16,18°,0,11 m/s fra vest med vindkast på 19 m/s,11,19,08/18/21 15:52:35,Vordingborg
17,17°,0,11 m/s fra vest med vindkast på 19 m/s,11,19,08/18/21 16:52:36,Vordingborg
18,17°,0,11 m/s fra vest med vindkast på 19 m/s,11,19,08/18/21 17:52:35,Vordingborg
19,16°,"0–0,4",12 m/s fra vest med vindkast på 21 m/s,12,21,08/18/21 18:52:35,Vordingborg
20,16°,"0–0,4",11 m/s fra vest med vindkast på 20 m/s,11,20,08/18/21 19:52:35,Vordingborg
21,16°,"0–0,6",10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 20:52:36,Vordingborg
22,15°,"0–0,5",10 m/s fra vest med vindkast på 18 m/s,10,18,08/18/21 21:52:36,Vordingborg
23,16°,"0–0,4",10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 22:52:35,Vordingborg
0,16°,"0–0,5",10 m/s fra vest med vindkast på 17 m/s,10,17,08/18/21 23:52:35,Vordingborg
1,16°,"0–0,3",10 m/s fra vest med vindkast på 18 m/s,10,18,08/19/21 00:52:36,Vordingborg
2,16°,"0–0,4",11 m/s fra vest med vindkast på 19 m/s,11,19,08/19/21 01:52:35,Vordingborg
3,16°,"0–0,8",10 m/s fra vest med vindkast på 18 m/s,10,18,08/19/21 02:52:37,Vordingborg
4,16°,"0–0,5",10 m/s fra vest med vindkast på 18 m/s,10,18,08/19/21 03:52:35,Vordingborg
5,16°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/19/21 04:52:35,Vordingborg
6,16°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/19/21 05:52:36,Vordingborg
7,15°,0,8 m/s fra vest med vindkast på 15 m/s,8,15,08/19/21 06:52:36,Vordingborg
8,15°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/19/21 07:52:36,Vordingborg
9,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/19/21 08:52:36,Vordingborg
10,17°,0,8 m/s fra vest med vindkast på 16 m/s,8,16,08/19/21 09:52:35,Vordingborg
11,17°,0,8 m/s fra vest med vindkast på 15 m/s,8,15,08/19/21 10:52:35,Vordingborg
12,18°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 11:52:35,Vordingborg
13,19°,0,8 m/s fra vest med vindkast på 15 m/s,8,15,08/19/21 12:52:35,Vordingborg
14,19°,0,8 m/s fra vest med vindkast på 15 m/s,8,15,08/19/21 13:52:36,Vordingborg
15,20°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/19/21 14:52:35,Vordingborg
16,21°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/19/21 15:52:35,Vordingborg
17,19°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/19/21 16:52:35,Vordingborg
18,18°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/19/21 17:52:35,Vordingborg
19,18°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 18:52:35,Vordingborg
20,17°,0,8 m/s fra vest med vindkast på 14 m/s,8,14,08/19/21 19:52:35,Vordingborg
21,17°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/19/21 20:52:35,Vordingborg
22,17°,0,7 m/s fra vest med vindkast på 13 m/s,7,13,08/19/21 21:52:35,Vordingborg
23,17°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/19/21 22:52:37,Vordingborg
0,16°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,08/19/21 23:52:35,Vordingborg
1,16°,0,6 m/s fra vest med vindkast på 12 m/s,6,12,08/20/21 00:52:36,Vordingborg
2,16°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/20/21 01:52:36,Vordingborg
3,15°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/20/21 02:52:36,Vordingborg
4,15°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/20/21 03:52:35,Vordingborg
5,15°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/20/21 04:52:35,Vordingborg
6,15°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/20/21 05:52:35,Vordingborg
7,15°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/20/21 06:52:35,Vordingborg
8,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/20/21 07:52:35,Vordingborg
9,16°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/20/21 08:52:35,Vordingborg
10,17°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/20/21 09:52:36,Vordingborg
11,17°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/20/21 10:52:35,Vordingborg
12,18°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/20/21 11:52:35,Vordingborg
13,18°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,08/20/21 12:52:35,Vordingborg
14,19°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,08/20/21 13:52:35,Vordingborg
15,19°,0,5 m/s fra vest med vindkast på 11 m/s,5,11,08/20/21 14:52:35,Vordingborg
16,18°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/20/21 15:52:35,Vordingborg
17,18°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/20/21 16:52:35,Vordingborg
18,18°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/20/21 17:52:35,Vordingborg
19,18°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/20/21 18:52:37,Vordingborg
20,18°,0,3 m/s fra vest med vindkast på 8 m/s,3,8,08/20/21 19:52:36,Vordingborg
21,16°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,08/20/21 20:52:36,Vordingborg
22,17°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,08/20/21 21:52:36,Vordingborg
23,18°,0,3 m/s fra nordvest med vindkast på 6 m/s,3,6,08/20/21 22:52:36,Vordingborg
0,17°,0,3 m/s fra nordvest med vindkast på 6 m/s,3,6,08/20/21 23:52:35,Vordingborg
1,16°,0,2 m/s fra nordvest med vindkast på 6 m/s,2,6,08/21/21 00:52:36,Vordingborg
2,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,08/21/21 01:52:35,Vordingborg
3,13°,0,2 m/s fra nordvest med vindkast på 5 m/s,2,5,08/21/21 02:52:36,Vordingborg
4,11°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/21/21 03:52:36,Vordingborg
5,11°,0,1 m/s fra nord med vindkast på 3 m/s,1,3,08/21/21 04:52:36,Vordingborg
6,11°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/21/21 05:52:36,Vordingborg
7,11°,0,1 m/s fra nordvest med vindkast på 2 m/s,1,2,08/21/21 06:52:36,Vordingborg
8,14°,0,2 m/s fra nordvest med vindkast på 3 m/s,2,3,08/21/21 07:52:37,Vordingborg
9,15°,0,4 m/s fra nordvest med vindkast på 7 m/s,4,7,08/21/21 08:52:36,Vordingborg
10,16°,0,4 m/s fra nordvest med vindkast på 9 m/s,4,9,08/21/21 09:52:37,Vordingborg
11,16°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/21/21 10:52:36,Vordingborg
12,17°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,08/21/21 11:52:37,Vordingborg
13,18°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/21/21 12:52:35,Vordingborg
14,19°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/21/21 13:52:36,Vordingborg
15,20°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/21/21 14:52:35,Vordingborg
16,20°,0,4 m/s fra vest med vindkast på 9 m/s,4,9,08/21/21 15:52:36,Vordingborg
17,20°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,08/21/21 16:52:36,Vordingborg
18,20°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,08/21/21 17:52:36,Vordingborg
19,20°,0,2 m/s fra vest med vindkast på 6 m/s,2,6,08/21/21 18:52:35,Vordingborg
20,19°,0,1 m/s fra vest med vindkast på 4 m/s,1,4,08/21/21 19:52:36,Vordingborg
21,17°,0,1 m/s fra nordøst med vindkast på 1 m/s,1,1,08/21/21 20:52:35,Vordingborg
22,16°,0,2 m/s fra sør med vindkast på 4 m/s,2,4,08/21/21 21:52:35,Vordingborg
23,15°,0,1 m/s fra sørøst med vindkast på 2 m/s,1,2,08/21/21 22:52:40,Vordingborg
0,15°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/21/21 23:52:35,Vordingborg
1,14°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/22/21 00:52:36,Vordingborg
2,14°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/22/21 01:52:35,Vordingborg
3,13°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/22/21 02:52:36,Vordingborg
4,12°,0,2 m/s fra nordøst med vindkast på 3 m/s,2,3,08/22/21 03:52:36,Vordingborg
5,12°,0,2 m/s fra øst med vindkast på 3 m/s,2,3,08/22/21 04:52:36,Vordingborg
6,12°,0,2 m/s fra nordøst med vindkast på 4 m/s,2,4,08/22/21 05:52:35,Vordingborg
7,13°,0,2 m/s fra nordøst med vindkast på 4 m/s,2,4,08/22/21 06:52:35,Vordingborg
8,15°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,08/22/21 07:52:36,Vordingborg
9,18°,0,4 m/s fra øst med vindkast på 7 m/s,4,7,08/22/21 08:52:36,Vordingborg
10,18°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/22/21 09:52:35,Vordingborg
11,18°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 10:52:35,Vordingborg
12,19°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 11:52:35,Vordingborg
13,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 12:52:35,Vordingborg
14,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 13:52:35,Vordingborg
15,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 14:52:35,Vordingborg
16,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 15:52:35,Vordingborg
17,20°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 16:52:36,Vordingborg
18,20°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,08/22/21 17:52:36,Vordingborg
19,19°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,08/22/21 18:52:35,Vordingborg
20,18°,0,4 m/s fra øst med vindkast på 9 m/s,4,9,08/22/21 19:52:35,Vordingborg
21,17°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/22/21 20:52:36,Vordingborg
22,16°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/22/21 21:52:35,Vordingborg
23,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 22:52:36,Vordingborg
0,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/22/21 23:52:35,Vordingborg
1,14°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 00:52:36,Vordingborg
2,14°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 01:52:35,Vordingborg
3,13°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/23/21 02:52:35,Vordingborg
4,13°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/23/21 03:52:35,Vordingborg
5,13°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/23/21 04:52:35,Vordingborg
6,12°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 05:52:35,Vordingborg
7,13°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 06:52:35,Vordingborg
8,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,08/23/21 07:52:35,Vordingborg
9,17°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/23/21 08:52:35,Vordingborg
10,19°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/23/21 09:52:36,Vordingborg
11,19°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/23/21 10:52:36,Vordingborg
12,19°,0,3 m/s fra nordøst med vindkast på 8 m/s,3,8,08/23/21 11:52:35,Vordingborg
13,20°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/23/21 12:52:35,Vordingborg
14,22°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/23/21 13:52:35,Vordingborg
15,22°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/23/21 14:52:35,Vordingborg
16,23°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/23/21 15:52:35,Vordingborg
17,22°,0,4 m/s fra øst med vindkast på 9 m/s,4,9,08/23/21 16:52:35,Vordingborg
18,20°,0,5 m/s fra sørøst med vindkast på 10 m/s,5,10,08/23/21 17:52:35,Vordingborg
19,19°,0,4 m/s fra sørøst med vindkast på 8 m/s,4,8,08/23/21 18:52:35,Vordingborg
20,18°,0,2 m/s fra sørøst med vindkast på 7 m/s,2,7,08/23/21 19:52:36,Vordingborg
21,16°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/23/21 20:52:36,Vordingborg
22,15°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,08/23/21 21:52:36,Vordingborg
23,14°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,08/23/21 22:52:36,Vordingborg
0,13°,0,2 m/s fra nordøst med vindkast på 2 m/s,2,2,08/23/21 23:52:35,Vordingborg
1,13°,0,2 m/s fra nord med vindkast på 3 m/s,2,3,08/24/21 00:52:36,Vordingborg
2,12°,0,1 m/s fra nordøst med vindkast på 3 m/s,1,3,08/24/21 01:52:37,Vordingborg
3,12°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/24/21 02:52:36,Vordingborg
4,12°,0,2 m/s fra nordøst med vindkast på 2 m/s,2,2,08/24/21 03:52:36,Vordingborg
5,12°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,08/24/21 04:52:36,Vordingborg
6,11°,0,1 m/s fra nord med vindkast på 2 m/s,1,2,08/24/21 05:52:35,Vordingborg
7,11°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,08/24/21 06:52:36,Vordingborg
8,14°,0,1 m/s fra øst med vindkast på 2 m/s,1,2,08/24/21 07:52:36,Vordingborg
9,16°,0,1 m/s fra sørøst med vindkast på 2 m/s,1,2,08/24/21 08:52:35,Vordingborg
10,17°,0,1 m/s fra vest med vindkast på 3 m/s,1,3,08/24/21 09:52:35,Vordingborg
11,17°,0,1 m/s fra vest med vindkast på 4 m/s,1,4,08/24/21 10:52:35,Vordingborg
12,18°,0,1 m/s fra vest med vindkast på 4 m/s,1,4,08/24/21 11:52:35,Vordingborg
13,20°,0,2 m/s fra sørvest med vindkast på 5 m/s,2,5,08/24/21 12:52:35,Vordingborg
14,21°,0,3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/24/21 13:52:35,Vordingborg
15,21°,0,3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/24/21 14:52:36,Vordingborg
16,21°,0,3 m/s fra vest med vindkast på 6 m/s,3,6,08/24/21 15:52:35,Vordingborg
17,21°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,08/24/21 16:52:35,Vordingborg
18,22°,0,3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/24/21 17:52:35,Vordingborg
19,22°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,08/24/21 18:52:35,Vordingborg
20,20°,0,2 m/s fra sørvest med vindkast på 4 m/s,2,4,08/24/21 19:52:35,Vordingborg
21,19°,0,4 m/s fra sør med vindkast på 6 m/s,4,6,08/24/21 20:52:35,Vordingborg
22,17°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/24/21 21:52:35,Vordingborg
23,17°,0,2 m/s fra sørvest med vindkast på 5 m/s,2,5,08/24/21 22:52:38,Vordingborg
0,17°,0,3 m/s fra sørvest med vindkast på 5 m/s,3,5,08/24/21 23:52:35,Vordingborg
1,18°,0,3 m/s fra sørvest med vindkast på 6 m/s,3,6,08/25/21 00:52:35,Vordingborg
2,18°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,08/25/21 01:52:35,Vordingborg
3,17°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,08/25/21 02:52:36,Vordingborg
4,16°,0,5 m/s fra vest med vindkast på 8 m/s,5,8,08/25/21 03:52:36,Vordingborg
5,16°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,08/25/21 04:52:35,Vordingborg
6,16°,0,8 m/s fra vest med vindkast på 13 m/s,8,13,08/25/21 05:52:35,Vordingborg
7,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/25/21 06:52:35,Vordingborg
8,16°,0,9 m/s fra vest med vindkast på 15 m/s,9,15,08/25/21 07:52:35,Vordingborg
9,16°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 08:52:36,Vordingborg
10,16°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 09:52:36,Vordingborg
11,16°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 10:52:35,Vordingborg
12,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 11:52:35,Vordingborg
13,17°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/25/21 12:52:35,Vordingborg
14,17°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/25/21 13:52:35,Vordingborg
15,17°,0,9 m/s fra vest med vindkast på 16 m/s,9,16,08/25/21 14:52:35,Vordingborg
16,17°,0,10 m/s fra vest med vindkast på 17 m/s,10,17,08/25/21 15:52:35,Vordingborg
17,17°,0,9 m/s fra vest med vindkast på 17 m/s,9,17,08/25/21 16:52:35,Vordingborg
18,17°,0,8 m/s fra vest med vindkast på 15 m/s,8,15,08/25/21 17:52:35,Vordingborg
19,18°,0,7 m/s fra nordvest med vindkast på 14 m/s,7,14,08/25/21 18:52:35,Vordingborg
20,19°,0,7 m/s fra nordvest med vindkast på 12 m/s,7,12,08/25/21 19:52:35,Vordingborg
21,18°,0,7 m/s fra nordvest med vindkast på 13 m/s,7,13,08/25/21 20:52:35,Vordingborg
22,17°,0,6 m/s fra nordvest med vindkast på 12 m/s,6,12,08/25/21 21:52:37,Vordingborg
23,16°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,08/25/21 22:52:37,Vordingborg
0,15°,0,4 m/s fra nordvest med vindkast på 9 m/s,4,9,08/25/21 23:52:35,Vordingborg
